User Name,Title,Rating,Time,Country,Content
T.S.,Efficacité des conseillères top !,5,01/11/23,FR,
SUPER LOLO,Après des problèmes rencontrés pour…,5,01/11/23,FR,Après des problèmes rencontrés pour réinitialiser mes codes d’accès les échanges par boîte privées sur tweeter m’ont donné entière satisfaction ce fut clair à compte surtout rapide et bien sûr efficace ! Merci au technicien 👍
denys julien,Aucune véracité dans les dires,1,01/11/23,FR,"BonjourJe ne comprend pas ce que veut dire clôture de compte  en cours car j’ai un préavis de 2 mois avec une date précise qui est arrivé à expiration et malheureusement je ne peux ni avoir accès à mon argent ni à rien rappelant que j’ai alimenter mon compte orangebank à partir de me compte externe dont j’étais le titulaire, du coup quand je pourrai avoir mon argent car plus d’un mois que je ne fais que contacter orangebank malheureusement chaque conseiller a une version différente, ne dites pas à une personne que la clôture de son compte est prévu pour le 08 janvier elle pourra récupérer son solde et une fois cette date vous dites que la clôture est en cours et j’ai préciser je ne veux pas de chèque je n’ai jamais alimenter mon compte par chèque je veux mon argent par virement bancaire tél que j’alimentais mon compte ma question est la suivante quand mon compte sera clôture et j’aurai mes 4000€"
KIWALLO JEAN,Super,5,01/11/23,FR,Cette expérience était efficace
"annie dumaslogiciel très simple d'utilisation, pho",.. 😊👍,5,01/11/23,FR,...........
Saidou,Très bien,4,01/11/23,FR,Moi personnellement je trouve la Banque très bien👍 pour l'instant et c'est facile à utiliser surtt l'alimentation de la carte bancaire c'est cool vraiment
JEAN PIERRE BROSSARD,Question résolu,5,01/10/23,FR,Suite à ma demande téléphonique auprès de Mme benecdictoEntretien très agréable Mme est à l'écoute de ses clientsMerciCordialement
Madame Claudine Regnard,changement de montant d'un virement,4,01/10/23,FR,ma demande acceptée
Anthony,CODE CARTE,5,01/10/23,FR,"Rapide, claire et efficace."
KONE M.,Rapide et efficace,5,01/10/23,FR,
Antony,Satisfait,5,01/10/23,FR,Service client très reactif
Wendy Besnault,service clientèle inexistant,1,01/10/23,FR,Bonjour service clientèle inexistant j’ai effectué via leur site une demande de prêt en ligne après avoir envoyé tout les documents cela fait 3 fois qu’il me renvoie un mail en indiquant que mon relevé de compte et non conforme donc je le renvoie en pensant avoir mal scanné les pages et malheureusement toujours la même relance…..je réussi à trouver un numéro de contact sur le net la télé opératrice  m’indique qu’on ne peux pas joindre le service prêt bancaire de nous mêmes et leur indique de me recontacté malheureusement jamais eu de retour…
Client,On a répondu à ma demande,4,01/10/23,FR,
Alexandrine,Satisfait,5,01/09/23,FR,Satisfaite des résultats
Le Hangar  Officiel,Très mauvaise expérience,1,01/10/23,MA,"Très très mauvaise expérience, une des plus terrible banque que j’ai eu l’occasion d’utiliser. SAV fatigué, application mobile pour iOS toujours en panne. Connexion sur ordinateur quasiment impossible. Les cartes ne sont pas sécurisé et la reproduction suite à une déclaration de fraude est payante. Récemment reçu un courrier recommandé me demandant de quitter orange bank dans les 2 mois sans raison stipulé. Jamais à découvert et jamais de crédit.Merci Francis pour votre réponse hors sujet qui ne justifie pas non plus la mauvaise expérience utilisateur.Je déconseille fortement et vivement cette banque."
Pierre,Très bien,5,01/09/23,FR,"Très bien, la personne a bien cherché à comprendre mon probleme"
Achraf,Très bien,5,01/09/23,FR,Très bien ET facile
Jean,réponse immédiate à une question et accompagnement dans la mise en oeuvre,5,01/09/23,FR,réponse immédiate à une question pratique et accompagnement dans la mise en oeuvre
Jean-Jacques Molinie,Vente forcée,1,01/09/23,FR,"Lors de l'achat d'un abonnement téléphonique, le commercial très efficace m'a fait ouvrir un compte Orange Bank alors que je lui précisait que j'en avais aucune utilité et que je ne l'utiliserai pas résultat impossible de le clôturer, courriers sans réponses. Avec les frais mon compte est à découvert... e passe sur les dérails...grâce à la société de recouvrement amiable j'ai enfin accès au service client....j'ai perdu 50 € de dépôt et 36 € de frais ...j'espère pouvoir clôturer ce compte rapidement (il faut bien sûr fournir des papiers...) Une arnaque à 86 € orchestrée par des gens aimables qui proposent de vous appeler par votre prénom, ça aide à faire passer la pilule."
M.  Christian Bories,tout est ok sauf virements instantanées non acceptés,5,01/09/23,FR,tout fonctionne à merveille dommage que vous soyez une des rares banque à ne pas accepter les virements instantanées
Smahane Orvain,Ma carte a ete avaler dans un…,1,01/09/23,FR,Ma carte a ete avaler dans un distributeur depuis 2 jours j appel un conseillé mais je n ai personne heureusement que je ne suis pas cliente chez eux . A fuir .....
Pam,Parfait,4,01/09/23,FR,Conseillere a l'écoute et réponse rapide
Rico,Rassurant..,4,01/09/23,RE,Sa permet de se se rassurè en cas de probleme..pour moi en ce qui concerne mes prelevements
Éric,Rien à dire,4,01/09/23,FR,A recommander
JOSIANE DELVAL,Nous sommes très contents des services…,5,01/09/23,FR,Nous sommes très contents des services Orange BANK.
Alain,genial rapide efficace,5,01/08/23,FR,
C. Moreau,Il faudrait avertir par mail/SMS les…,4,01/07/23,FR,Il faudrait avertir par mail/SMS les clients que leur appli/ compte va être bloqué(e) faute d'une utilisation suffisante. Ils réagiraient plus vite... Et ne verraient pas les pénalités s'ajouter !
Kanku Grace,Demande de prêt,5,01/07/23,FR,"Une prise en charge rapide , une compréhension rapide de ma demande"
Dominique,Efficacité des conseillers patients…,5,01/07/23,FR,Efficacité des conseillers patients face à nos difficultés informatiques
L. Degand,Conseillère parfaite mais sans pouvoir…,3,01/06/23,FR,Conseillère parfaite mais sans pouvoir en front d'un service client absent
Clement,rien à redire,5,01/06/23,FR,prise en charge de mon rendez-vous sans problème
Jeanne,Problème résolue,4,01/06/23,FR,Tout est bien !
Julie,Ma demande a été prise en compte,5,01/06/23,FR,"Ma demande a été prise en compte, à voir si elle sera résolue"
nassima cherikh,Parfait,5,01/06/23,FR,Très bonne communication et a l'écoute
Alexandre,Rapide,5,01/06/23,FR,Dépannage rapide
Claudine Cazauran,Résoudre les problèmes et bien expliquer,5,01/06/23,FR,
Jacques,Rapide clair efficace et rappel après…,5,01/06/23,FR,Rapide clair efficace et rappel après une coupure 👍
Spirix,Demande traitée avec clarté et célérité.,5,01/06/23,FR,La conseillère m'a donné toutes les informations pour offrir la carte premium à mon fils. J'ai été guidé pas à pas pour y arriver. Un plaisir.
Catherine,satisfaisant,4,01/06/23,FR,Des réponses donner à mes questions
Gilles,bonne compréhension et résolution du…,5,01/06/23,FR,bonne compréhension et résolution du problème
Cedric Garcia,On tourne en rond….,1,01/06/23,FR,Je suis en attente de résolution de mon problème de Paiement mobile depuis le 18 décembre et nous sommes le 6 janvier. Après des échanges et des échanges avec les différents canaux que propose la  VIELLE société orange Bank personne ne va au bout de la démarche et on attend et le temps passe…..
Donzel,Je vous conseil pas cette banque en…,1,01/05/23,FR,"Je vous conseil pas cette banque en ligne . On ne dispose pas de notre propre argent quand t'on veux .La communication , le souci du problème de leurs clients , les renseignements demandés et la recherche de votre problème ne les regarde absolument pas . Il vous laisse sans solution. Je vous la recommande vraiment pas ."
Jean Bazile,J ai déposé deux chèques de salaire le…,1,01/05/23,FR,J ai déposé deux chèques de salaire le 6 décembre. On me les mets sur le compte le 7 a disposition et Le 7 on m’indique par mail qu ils vont les retirer et les bloquer 60 jours.  15 jours après j appelle le crédit agricole et le crédit mutuel. Ils m indiquent avoir payés les chèques.  Je demande à orange ils me demande les justificatifs de salaire pour débloquer les chèques je le fais. 5 jours après Orange Bank ne me réponds plus et je n’ai toujours pas les chèques. Bref. Si le montant des chèques dépasse 1500€ orange bànk. Bloque.  Payés ou pas payé ils attendent le délai maximal justifié ou pas ils s en tapent.   Vous aurez vos chèques 60 jours après et 2 jours.  C est juste 45 jours ou on vous vole votre salaire.   Je vais déposer plainte   60 millions de consommateurs va me prendre mon dossier.   Et je vais fermer le compte.
Jean-Robert LAINE,Banque à fuir,1,01/05/23,FR,"Impossible d’être en communication avec un conseiller lorsque vous avez un problème lié au compte, assistant virtuel Djingo inefficace, problèmes récurrents sur l’application qui au demeurant est facile, intuitive. Frais exorbitants sur le rapatriement et frais de change. Je solde mon compte et vais voir ailleurs, je n’en peux plus de Orange Bank !"
Mustapha,"MON DERNIER APPEL, CORDIALEMENT AVEC ORANGE BANK...",4,01/05/23,MA,"MON DERNIER APPEL À ORANGE BANK :Il s'agissait d'un guichet de retrait automatique qui m'avait présenté un bug incompréhensible (à 2 reprises).  Bug dans lequel le guichet de m'avait pas délivré les fonds demandés ; mais, montants débités (et diminués) malgré cela de mon compte bancaire. Depuis plus d'une année après l'ouverture de mon compte chez Orange Bank, je n'avais JAMAIS appelé Orange pour signaler le moindre problème de cet ordre. C'est donc la première fois que cela m'est arrivé. Et je porte DIEU (auquel je crois) à TÉMOIN de la véracité de mes dires lors de cette réclamation téléphonique (enregistrée) ; ainsi que ma bonne FOI et CONSCIENCE.La réponse d'ORANGE BANK ce jour là était : de m'orienter vers la banque postale où l'incident s'était produit, et pour le leur expliquer/réclamer...Par faute de travail, de maladie hivernale et autres empêchements, je n'ai jamais eu le temps d'aller m'en plaindre à la banque postale en question, et ce jusqu'à ce jour.  C'est donc seulement aujourd'hui (ce matin) que j'ai pu trouver le temps nécessaire pour cette démarche...C'est alors que le directeur de la banque postale qui m'avait reçu me donna sa réponse.  Il me dit de lui écrire un courrier-demande explicative de ces 2 incidents, avec les jours (dates), heures et les montants réclamés.  Sa réponse est compréhensible, certes ; et, aussi similaire (identique) à celle que m'avait expliqué Orange Bank au téléphone.  C'est-à-dire courrier similaire à devoir rédiger (sur l'honneur) dans le cas où ma requête auprès de la banque postale n'aboutit pas.Je mettrais bien ici cinq étoiles pour votre bonne écoute et compréhension.  Seulement j'en reste à quatre étoiles, jusqu'à l'observation et constat des suites de ma réclamation...Enfin, je n'oublie pas de dire que j'ai confiance dans les agents de la poste concernée et auxquels je vais écrire, comme nécessaire.  Et, j'ai confiance également vis-à-vis d'ORANGE BANK qui ne laissera pas tomber ma requête-ci, sincère, et si besoin._________________________Cordialement, et, meilleures salutations à toute votre équipe.Monsieur BAHASSINE Mustapha."
FR le pilouer,Bien surtout la conseillère elle a été…,4,01/05/23,FR,Bien surtout la conseillère elle a été à l écoute et a résolu ma demande
Client,Sans faille et sans reproche,5,01/05/23,FR,
Remy Bastian,Globalement satisfait.,4,01/05/23,FR,
Jean Claude,Rapidité précision 👍,5,01/05/23,FR,
Francis,Rapidité et efficacité,5,01/05/23,FR,
Dayalan,Bonne,5,01/05/23,FR,Bien reçu votre message
Isabelle,Conseiller Orange,5,01/04/23,FR,"Bon échange. Conseillére à l'écoute, rassurante. Conseil donné si probléme persistant sur compte via l'Appli"
Frederic,excellent,5,01/04/23,FR,appel téléphonique excellent et personne très aimable
Francis,Personne à l'écoute et compétente,5,01/04/23,FR,
Celine,Excellence,5,01/04/23,FR,Conseiller a l écoute et cordiale a su résoudre mon problème
Monsieur MARTINEZ,très sérieux à l'écoute du client,5,01/04/23,FR,
Jean-Jacques NICOLET,"BONJOUR, MISE AU POINT!",5,01/04/23,FR,"BONJOUR, JE PENSE QU'ELLE VA ME PERMETTRE DE CONSULTER ET GÉRER MES COMPTES CHOSE QUE JE NE FAIS PLUS DEPUIS DES ANNÉES, FAUTE D'IDENTIFICATION SÉCURISÉE ET D'ACCÈS AUX SMS."
Dominique,Message du 16 décembre m'informant…,5,01/04/23,FR,"Message du 16 décembre m'informant l'envoi d'un  chéquier,  à ce jour toujours pas reçu."
DIDIER VLIEGHE,Excellente banque moderne !!,5,01/04/23,FR,"Je suis chez Orange Bank, en tant que banque secondaire depuis bientôt un an je suis très satisfait des différentes fonctionnalités et particulièrement de l’application mobile qui est vraiment très bien faite. J’ai téléphoné au service client pour un approvisionnement carte bleue qui ne s’est pas fait instantanément, le problème devrait être résolu. Service, client, très convivial à l’écoute et impliqué. Rien à redire. Je suis très content. Bonne journée, Didier"
Jason,Bien,5,01/04/23,FR,A compris ma demande
Galileo,Retour sur expérience,3,01/04/23,GP,Ce que j'en pense ? Je ne saurai le dire tant que mon problème n'est pas résolu !!!
Florian,"Quand on ne sait pas faire de banque, on reste dans les telecoms...",1,01/04/23,FR,"Frais de gestion titanesques, carte envoyée avec un retard atroce (à tel point que je n'ai pas pu valider les retraits pour récupérer l'offre de bienvenue). Pour finir je demande la cloture en envoyant un RIB pour faire directement le virement du solde et on m'envoie un chèque à encaisser ... Ridicule"
Jonathan,Réponse très rapide et précise,5,01/04/23,FR,
Client,L'écoute de la personne compréhension…,5,01/04/23,FR,L'écoute de la personne compréhension et réaction rapide
christophe ,Bon contact,4,01/03/23,FR,"Bon contact, réponse clair mais problèmede blocage internet pas résolu.Courrier à envoyer par mail avec copie CNI ?!"
celie diet,Méfiez vous de la mobilité bancaire,3,01/03/23,FR,"Orange Bank a été ma toute première banque et surtout ma banque principale. Elle est parfaite pour un étudiant ou jeune actif sans emprunt! Ne coûte rien. Pour des raisons personnelles, j’ai décidé d’effectuer une mobilité bancaire ce qui signifie qu’OB est donc devenue ma 2nde banque. Sans mon consentement, il a clôturé mon livret d’orange et mis en opposition ma carte bancaire.Je n’ai jamais été avertie et eu la mauvaise surprise de le découvrir par moi-même. J’ai donc fait appel à un expert (malheureusement Djingo a encore des progrès à faire pour nous mettre rapidement en communication avec un expert) qui m’a indiqué que : si nous faisions une mobilité bancaire vers une autre banque cela implique la fermeture du livret d’orange + la mise en opposition de la carte. En soit le message est perçu comme « vous n’êtes plus une cliente fidèle, alors dégagez de chez nous ». Je suis extrêmement déçue et en colère contre OB. Je n’ai jamais demandé tout ça. Je suis obligée de recommander une carte (10€) pour utiliser l’argent qui me reste dans mon compte courant + repayer 10€ pour ouvrir mon livret. Résultat des comptes, je me sens trahis et me sens poussée vers la porte de sortie. Votre stratégie de mobilité bancaire va devoir être revue et de près. Un client ne souhaite pas forcément partir définitivement de votre banque même s’il fait une mobilité bancaire! Bravo OB vous avez perdu une cliente qui aimait beaucoup votre banque."
David,Rapidité de la réponse,5,01/03/23,FR,
Sylviane Lorenzetto,Bon échange,5,01/03/23,FR,Parfait échange constructif
Eric,la réponse correspond exactement à ma…,5,01/03/23,GB,la réponse correspond exactement à ma question
Antoine,Bon échange sur le chat,3,01/03/23,FR,
aurelien,Orange a vos côté,5,01/03/23,FR,Orange m'a permis de financer mon téléphone avec des modalités pour tout budget ainsi que la possibilité d un remboursement total ou partiel ! Bref vraiment super
Monteillet,J'ai déposé un chèque il y a deux mois…,2,01/03/23,FR,"J'ai déposé un chèque il y a deux mois d'un montant de plus de 2700€ correspondant à  mon revenu principal.Ce chèque a  était débité de l'émetteur et encaissé  sur les comptes d'orange banque une semaine après le dépôt Or les interlocuteurs que j'ai par texto me promènent  depuis deux mois en prétendant à des vérifications J'en déduis qu'ils font travailler mon argent à leur profit et qu'ils ne se soucient guère  de mettre leurs ""clients"" dans de grosses difficultés financières Faut il porter plainte  pour détournement de fond pour récupérer son argent?On est loin dès zéro problèmes  promis par la promotion d'orange bank"
Fleury,la plupart des portables sont vraiment…,5,01/03/23,MQ,la plupart des portables sont vraiment bien conditionnés
Liliane,acceuil,5,01/02/23,FR,"acceuil, compétences"
Séverine LENOIR,Bon avis,5,01/02/23,FR,Bon échange avec le service client ayant répondu à mes attentes
Christine,fraude,5,01/02/23,FR,j'ai été victime de fraude sur mon compte
Renaud ,Téléconseillere au top,5,01/02/23,FR,"Téléconseillere au top, je la recommande"
Nicholas,Efficace et précis.,5,01/02/23,FR,
anais hernot,super,5,01/02/23,FR,réponse à mes questions
Emma ,réponse simple et efficace,5,01/02/23,FR,une réponse efficace et simple . Un conseillé qui prend en compte votre demande et qui se soucie de la réponse apportée
David,Virement SMS rapide et gratuit un…,5,01/02/23,FR,Virement SMS rapide et gratuit un dimanche
Fallot,Super,5,12/31/22,FR,"La conseillère, très aimable, a pris le temps de m accompagner!!"
Janine,"Mon interlocuteur était une personne acec beaucoup de professionnalisme ,",5,12/31/22,FR,"Mon interlocuteur était une personne à l'écoute,très patient, très compétant et aimable même le 31 décembre."
Quenel,Traitement rapide,5,12/31/22,FR,"Traitement rapide, conseillers disponibles et espace client clair."
Gerard,Pour moi c'est nouveau et cela s'est…,4,12/30/22,FR,Pour moi c'est nouveau et cela s'est bien passé
Gilles,Merci,5,12/30/22,FR,Déjà donner dans mon commentaire.Cordialement
chareyre Brigitte ,Professionnalisme,5,12/30/22,FR,"La conseillère,  très aimable,  a pris le temps de m accompagner jusqu'au bout et a proposé de me rappeler la semaine suivante pour confirmer la fin de l opération"
Stephanie BEN YOUNES,Bonne expérience,5,12/30/22,FR,Disponible à l'écoute
david0u,"Une banque réactive, efficace et aimable",5,12/30/22,FR,"Je salue la réactivité de la banque et la compétence des conseillers, leur amabilité et leur efficacité."
Sophie,Échange par chat puis par téléphone à…,5,12/30/22,RE,Échange par chat puis par téléphone à l'initiative du conseiller. Réponse claire et rapide
CELINE,Trés bon échange,5,12/30/22,FR,
Client,Très bon contact avec le commercial,5,12/30/22,FR,"Très bon contact avec le commercial, Il a su résoudre mon problème et m’a présenté les offres du moment sans pour autant me force la main"
Baala,Changement de téléphone:,5,12/30/22,FR,Changement de téléphone:J'ai trouvé toutes les infos garce à l'assistance en ligne pour transféré le Google Wallet.
Cloarec,Inadmissible 1 mois de délai pour…,1,12/30/22,FR,"Inadmissible 1 mois de délai pour changer de numéro de téléphone, impossible de les avoir au téléphone, réponse au mail sous 3 jours minimum. Depuis 1 mois aucuns accès à mon appli. Bot inutile et incompétent. Pour une banque 100% dematerialisee un simple changement de numéro nécessite 1 mois ??? De qui se moque t’on? Expérience déplorable"
Pascal,Échange avec le conseiller au top…,5,12/30/22,FR,Échange avec le conseiller au top malgré une difficulté très a l écoute je recommande orange bank
Mohamed Sami,Ils sont honnêtes bravo orange,5,12/30/22,FR,
Le Floch,Rapidité  des transactions …,5,12/30/22,FR,Tout se fait à l'instant T via smartphone : génial
Philippe,LE CHANGEMENT C'EST MAINTENANT ... EN ATTENDANT UN AUTRE.,2,12/30/22,FR,"Pourquoi avoir changer le site (qui va bientôt disparaitre) qui était très pratique avec une vision globale dés l'accueil très synthétique ? = un seul cartouche assez compact avec comptes détachés les uns des autres // peu interactif  // D'autant plus que vous demanderez bientôt à vos web master de faire leur auto-critique, et de ""améliorer le site après amélioration, laquelle en attendra une suivante etc"""
Pichon ,Parfait,5,12/30/22,FR,Je n'ai jamais rentré aucun soucis grâce a l application on peut tout maîtriser.
Kareman,J'ai reçu les fonds en 15 j avec 2 fois…,4,12/30/22,FR,J'ai reçu les fonds en 15 j avec 2 fois moins cher des d'intérêts en comparant à sofinco et les autres prêteurs.
Quillaud,Bank ok  bonne appli .,5,12/29/22,FR,
Mme Marie-Jeanne CAYET,Simple d'utilisation,4,12/29/22,FR,facile d'utilisation et le site est très précis
Astrid,Très bon,5,12/29/22,FR,Conseiller à l'écoute et compréhensif
Clerc Arnaud ,très bon contacte avec le conseiller…,4,12/29/22,FR,très bon contacte avec le conseiller mais le délai d'attente est trop long sinon le reste TB
Didier,Les meilleurs,5,12/29/22,FR,
Suzelle.  Silotia,Avis.  Très.  Favorable,4,12/29/22,RE,Très. Nette. Amélioration.  Dans.  L accueil.  L écoute.   Et a. La. Disposition.   De la personne.
Fausser,Très bonne accueil.,5,12/29/22,FR,Très bonne accueil et prise en compte de ma demande Très rapide. Merci.
Karima,Résolution a ma problématique,5,12/29/22,FR,
Billy Richard,Dommage qu’il n’est pas possible…,5,01/08/23,FR,"Dommage qu’il n’est pas possible d’utiliser la carte basic a l’étranger, gratuitement, comme cela est le cas avec la carte boursorama ! A cause de cela il est fort possible que je n’utilise pas ce compte pour plus que le retrait de mon abonnement TV Orange."
Ludovic de Gaillande,Prêt à taux zéro pour acquérir un…,5,12/29/22,FR,Prêt à taux zéro pour acquérir un mobile. Cela m'a décidé à l'acquérir.
Joëlle,Très satisfaisant,5,12/29/22,FR,Service clients joint rapidement
Jennifer Guilbaud,Parfait,5,12/29/22,FR,Pour moi tout se passe très bien
Yann T,Une banque en ligne à fuir,2,12/29/22,FR,"Le problème de Orange Bank, c'est qu'Orange n'est pas une banque; c'est un opérateur téléphonique. Point!Pour ouvrir un compte, ils sont là; pour résoudre les problèmes, il n'y a personne.Je prends le cas de l'agence de Nice Médecin. Jamais je n'ai vu des gens si arrogants, irrespectueux, lents, passant leur temps à rire et téléphoner alors que la queue de personnes qui attendent va loin sur le trottoir.Et quand après plusieurs passages, j'ai pu parler à qq au bout de 45 minutes, c'est pour entendre que l'agence ne fait qu'ouvrir les comptes et prendre le pognon; que pour les problèmes, il faut voir avec Elliot.Alors, parlons-en d'Elliot, l'assistant est un exemple utilisé dans les écoles d'informatique à ne pas suivre. Il ne comprend rien. Mais alors, une tanche finie. Il est à l'intelligence artificielle ce que le comédon est au beurre Elle&Vire. Une catastrophe.Seul moyen de s'en sortir, copier ""parler à un expert"" et le coller plusieurs fois jusqu'à ce qu'il décroche et vous mettre en ligne.Impossible d'avoir qq au téléphone. Les autres banques (Boursorama, HelloBank, Qonto, N26...) permettent de parler à quelqu'un. Pas OB. Et ceux qu'on a en ligne ne savent rien. Ce ne sont des experts en rien. Ils vous font des copier/coller de leurs fiches et basta.La seule chose qui se fait facilement, c'est la clôture du compte, après que vous ayez pris la peine de le vider et des transférer ailleurs tous les prélèvements. Fastidieux mais, soulageant."
John C GOMEZ,Double paiement sur mon compte le même…,5,12/29/22,FR,"Double paiement sur mon compte le même jour, analyse et solution rapidement apporte par la conseillère. Conseillère très attentive et efficace."
Client,"Toujours opérationnel, virement des virement…",5,12/29/22,FR,"Toujours opérationnel,des virement facile à faire"
DENONFOUX,Demande de crédit en mars 2022,5,12/29/22,FR,"Demande de crédit en mars 2022, formalités allégées, souscription sur mesure, à un taux attractif ! ...= client satisfait"
Chantal,Réactivité.,5,12/29/22,FR,Réactivité.Echange très professionnel et agréableagré
Lozano,Merci !,5,12/29/22,FR,Je ne suis pas déçu des services
Pajot,Problème de connexion,5,12/29/22,FR,"Problème de connexion, j'ai  téléphoné et le problème à était résolu tous de suite"
SARIEVA,Professionnalisme et efficacité,5,12/29/22,FR,"Competence, conseil, suiviJe recommande Orange Bank"
Boyer,J' avais un soucis de reconnexion apre…,5,12/29/22,RE,J' avais un soucis de reconnexion apre avoir changer de téléphone de confiance. le problème c'est que le code d'activation n'était pas reconnu. Mais grâce à un service client a l'écoute et patient au bout d'une demi-heure sa été résolu. Vraiment top et patient
M. MOUHIB amine,Aucun problème depuis l'ouverture du…,5,12/28/22,FR,Aucun problème depuis l'ouverture du compte. Simple rapide et gratuit
Giese Peter,Problème de plafonnement,5,12/28/22,FR,"Mon problème a été résolu avec compétence et professionnalisme, le conseiller m'a accompagné pas à pas."
Roussy Picard,J ai eu une réduction de 10 % en…,5,12/28/22,FR,J ai eu une réduction de 10 % en changeant mon tel chez Orange et en.payant avec Orange bank.J' ai été t bien conseillée
Emmanuel,Enfin un personne sympathique et efficace et…,4,12/28/22,US,Enfin un personne sympathique et efficace merci les autres n'était que sympathique.
Mademoiselle CHANTAL,travail rapide et efficace,5,12/28/22,RE,après avoir galéré avec une autre compagnie ça fait du bien de voir des gens qui sont professionnel
Laik,Satisfait du service,5,12/28/22,FR,Très satisfait du service d'Orange Bank. Pour l'instant rien à redire.
Chris,très bien,5,12/28/22,FR,bon accueil et de bon conseil et rapide
LM,Pour faire un virement,4,12/28/22,FR,"Pour faire un virement, par rapport une banque classique, c'est un peu compliqué.  Le montant a été retiré immédiatement sur le compte. Par contre, il y a un délai de traitement"
Mpc,merci de donner la possibilité de vous…,5,12/28/22,FR,merci de donner la possibilité de vous faire des propositions sur ce qui nous manque
bernard mellac,Tout a été rapide et clair,5,12/28/22,FR,
 Guerin,tout est ok,4,12/28/22,FR,Pas de prise de tête 🤕
Jean-pierre Cenciarini,Extrême amabilité de la personne..,5,12/28/22,FR,Extrême amabilité de la personne... Qui doit malheureusement un script... Car l'application orange BANK et le robot sont nuls
BARRAU,compétant et rapide,5,12/28/22,FR,
PERRIN,Pas de frais de tenue de compte si je…,5,12/28/22,FR,"Pas de frais de tenue de compte si je m'en sers régulièrement, c'est un + par rapport à d'autres comptes bancaires. Rien à dire !"
Garcia,Une bonne expérience,5,12/28/22,FR,
Nicole Mouton,Efficacité en ligne,5,12/28/22,FR,J'ai eu de nombreux problèmes avec Orange Bank.Un parrainage qui n'a pas abouti pour le versement des 80 E à l'ouverture du compte et pas de carte de crédit reçue pour utiliser mon compte donc de nombreux frais à mon débit. J'ai déjà payé 100 E. Pouvez vous effacer les 30 E de débit sur mon compte ?
Pierre,le robot devrait proposer plus…,2,12/28/22,FR,le robot devrait proposer plus rapidement l'accès à l'expert
Client,Simple pour l achat d un produit que l on peut pas s offrir en un seul paiement,5,12/28/22,FR,Un service utile pour ceux qui ont peu de moyens de s offrir un beau produit
Marguerite,Difficulté à faire des virements,4,12/28/22,FR,J'ai reçu les explications pour la nouvelle façon de travailler avec votre banque
Frédéric. C,Réponse rapide et ponctuel aux dates…,5,12/28/22,FR,Réponse rapide et ponctuel aux dates données
valerie,On peut changer de téléphone avec…,5,12/28/22,FR,"On peut changer de téléphone avec financement,c est super 👏"
Tounkara,satisfaite,5,12/28/22,FR,"Mon téléphone bègue , j'avais rdv téléphonique avec conseiller de service client d'orange, suite à notre conversation, il m'a guidé à avoir un téléphone à payer 4× sans frais. J'ai eu la chance de tomber sur un conseiller bienveillant, patient, professionnel, suis très contente et très satisfaite ça fait plaisir."
christelle perez,Quand ça se complique ça devient très vite ingérable,1,12/27/22,FR,Depuis que cette banque a repris groupama banque c est devenu une horreur ….Les services de transfert automatique de compte à compte ne sont plus opérationnels en fonction de vos dépenses mais personne ne vous prévient et bien d autres petits soucis qui rendent la banque en ligne plus difficilement appréciable après 10 ans chez groupama banque.Je décide de fermer mes comptes suite à un changement de banque plus accessible …la c est presque pire Demande sur le même courrier de clôturer mes 4 comptes et au final après plusieurs contact un seul n est pas fermé et personne ne régularise la situation.Mais le pire est un chèque refusé pour compte fermé dont je n ai aucunement connaissance et dont je suis informé par courrier le 16/12 et recommandé le 23/12 sauf qu en fin d année je ne reçois le courrier qu en rentrant de congés le 27 décembre.J ai encore un compte bien alimenté chez eux que je ne réussis à faire virer sur mon nouveau compte et orange bank bloque mes cartes visa dans ma nouvelle banque pour refus de paiement d un chèque de 200 euros Un monde à l envers !!!!! Quand tout va bien cette banque en ligne suffit mais quand il y a un dysfonctionnement ça devient une horreur sans interlocuteur en face à face
Teeeva,Parfait !!,5,12/27/22,FR,Très professionnelle et à l'écoute et disponible.
Milene,Sympathique,3,12/27/22,FR,Avec le conseiller en chat il était très poli et serviable le soucis c'est que mon soucis n'est toujours pas résolu
Tournebize,Je n'ai rien de récent...sinon que j'ai…,5,12/27/22,FR,Je n'ai rien de récent...sinon que j'ai toujours obtenu une reponse à mes înterrogations .
Marius de BARBA,Toujours quelqu'un de disponible et…,5,12/27/22,FR,Toujours quelqu'un de disponible et compétent.27
Christophe,Un dépannage efficace,5,12/27/22,FR,Un dépannage et un accompagnement de bout en bout
Martine-Maria,La résolution facilité d'un problème…,4,12/27/22,FR,"La résolution facilité d'un problème d'abus de confiance , ouverture d'un compte bancaire sans m'en rendre compte , m'aidera à l'avenir à une vigilance accrue."
Clarel Marie Cindy,prise en charge rapide,4,12/27/22,RE,"prise en charge rapide, problème résolu,bonne accueil, réponse claire personne très aimable"
