id,User Name,Title,Rating,Time,Country,Content,emotion_label,emotion_prob
1501,Charlotte,Rapide et efficace,5,16/02/2023,France,J'avais urgemment besoin d'une certification des fonds sur mon compte. Le conseiller était sympathique et ils m'ont envoyé le document rapidement.,positif,40.98
1502,Monsieur MINAUD,Non résolu,3,16/02/2023,France,Beaucoup de temps de perdu,négatif,40.02
1503,denis francois Tainturier,frais de fonctionnement,5,16/02/2023,France,réponse a ma demande,positif,42.11
1504,NarKotiK,Réactivité,4,16/02/2023,France,"Réactivité, réponse apporter à ma question...",positif,44.78
1505,brochu mathilde,Très mauvais services,1,16/02/2023,France,"Très mauvais services, se permette de fermer le compte définitivement après avoir simplement envoyer un mail !",très négatif,90.09
1506,Trb Ma,A fuir,1,16/02/2023,France,Service client inexistant Aucun numéro Seulement un chat en ligne bidons A fuire,très négatif,97.89
1508,Fabrice Faure,Banque a fuir,1,15/02/2023,France,"J'ai 5 opération de 185,25 euros en retrait frauduleux comme vous pouvez voir des retrait avec des centimes du jamais vu la banque me refuse le remboursement de la fraude sans aucune raison ou explication dans le mail l'assurance d'orange qui doit faire parti de leurs maisons mère au téléphone l'opérateur vous répond bonjour orange bank svp ne surtout pas ouvrir de compte dans cette banque mafiaBien cordialement",très négatif,92.82
1509,Nicole COUTANT,Problème d'accès bancairerrésolu,5,15/02/2023,France,Interlocuteur très attentif et une réelle volonté d'aboutir,très positif,48.79
1510,Said,Demande de resolution,5,15/02/2023,France,Le service a ete rapide et facile avec un conseiller tres aimable,très positif,51.07
1511,Sandrine,Très bonne prise en charge,4,15/02/2023,France,"Très bonne prise en charge, cependant il y a des soucis qui ne se résolvent pas en une fois, j' attends donc la suite de la procédure pour débloquer la situation.",neutre,52.92
1512,DAVY Séverine,Prêt,4,15/02/2023,France,"Bien, réponse à ma demande",positif,55.24
1513,Des ,Service client au top,5,15/02/2023,France,"Service client au top, demande traitée rapidement, application génial facile à utiliser,  je recommande orange bank😀",très positif,88.63
1514,Christophe,Bonne accueil claire nette bonne info…,5,15/02/2023,France,Bonne accueil claire nette bonne info super le gars 👍,très positif,57.55
1516,Cindy,Très bien,5,15/02/2023,France,"Très bien , assistante parfaitement a l'écoute et très gentille",très positif,60.33
1517,Ghislaine,Le10 /02/2023accueil tres agreable et…,5,15/02/2023,France,Le10 /02/2023accueil tres agreable et competence des agents,positif,44.61
1518,Antony,Super,5,14/02/2023,France,Très bien reçu et conseillé je recommande à tous,très positif,73.97
1519,Emmanuelle,Dépannage,5,14/02/2023,France,Le problème a été résolu assez rapidement par téléphone,positif,42.43
1520,Hamed,Rien,5,14/02/2023,France,Très satisfait,très positif,65.16
1521,Francois Baumelou,Très bien,5,14/02/2023,France,"Réactif, professionnel, poli, efficace",très positif,59.49
1522,Nicolas bourre,Virement,4,14/02/2023,France,Un virement qui disparaîtrait mais des réponses claires er justes. Le problème est vite réglé,positif,39.51
1523,Mme QUERE OCEANE,Nickel,5,14/02/2023,France,Problème traité immédiatement,neutre,25.72
1524,Wiktoria,Très bien,5,14/02/2023,France,Une personne agréable et mon problème resolu,positif,45.09
1525,Thierry,Explications claires,5,14/02/2023,France,"Explications claires, rapide,et solution apporté.",très positif,55.14
1526,Landry,Conseiller très professionnelle.Très…Pédagogue,5,13/02/2023,France,Conseiller très professionnelle.Très pédagogue.Cordialement,très positif,58.57
1527,Chevassus,Une banque à fuir,1,13/02/2023,France,Client Groupama pendant plusieurs années on m'a fait migrer vers orange bank. Ne voulant pas etre client chez orange bank j'ai décidé de mettre un terme à mon compte avec LR et AR. Pas nouvelles de leur part et bien sûr pas de nouvelle pendant 1 an et là on me reclame des frais bancaires. Une banque de malhonnête à fuir.,très négatif,95.73
1528,Zoe,Tout était bien parti pourtant..............,1,15/03/2023,France,"Tout était bien parti pourtant, l'ouverture du compte c'était bien passé, et le conseiller était pro et sympathique.La carte bleue est même arrivée assez rapidement.Dés lors je décide de mettre de l'argent sur ce compte et d'envoyer un chèque.QUELLE ERREUR, cela fait maintenant 1 moi et demi que le chèque est arrivé chez eux, mais aujourd’hui, Orange Bank m'annonce que je dois attendre 1 mois de plus a partir d’aujourd’hui pour avoir cet argent sur mon compte.De qui ce moque t'on?? je suis très déçue de ce fonctionnement et me demande si je ne vais pas clôturer ce compte car si je dois attendre presque 2 mois pour avoir l’argent d'un chèque sur mon compte pffffffffffff....................En date du 15/03/2023, toujours pas de ce chèque sur mon compte. Après appel au service client celui ci m'informe que je dois attendre jusqu'au 13 Avril. N’y a t'il pas de règle ou loi sur le temps maximum d'escompte de chèque. c'est vraiment n'importe quoi.",très négatif,84.81
1529,Xabi Lucuix,Nickel,4,13/02/2023,France,Sylvie très sympa,positif,48.34
1530,Sébastien S.,Client depuis plusieurs années,1,13/02/2023,France,"Client depuis plusieurs années, globalement satisfait jusqu'à aujourd'hui. Mais là, c'est la douche froide !Ma CB a été piratée et Orange Bank me facture les frais de renouvellement de carte alors que je n'y suis pour rien !J'ai tenté de joindre le Service Client mais impossible d'avoir un interlocuteur, la seule discussion possible c'est avec un tchatbot des plus stupide !C'est regrettable d'avoir un Service Client aussi nul.Je viens de découvrir les coulisses de cette banque que je ne vous recommande pas.Je ne pense pas rester client, déçue d'être traité ainsi !",très négatif,84.62
1531,Caroline,A l'écoute,5,12/02/2023,France,Problème résolu très rapidement avec une interlocutrice à l'écoute et patiente.,positif,53.61
1532,MAZUREK,"Vol de sac avec chéquier, clé et autre",5,11/02/2023,France,"Après un vol de sac contenant chéquier, clé etc..Mon interlocuteur a bien compris ma situation. J'ai eu des réponses claires et rapides. Les démarches reçues par mail , sont en cours",positif,55.98
1533,Frédéric Clement,"Veni, Vidi, Reparti",1,10/02/2023,France,"Veni, Vidi, Reparti.Application bugguée dans tous les sens.Parrainage non perçu.Impossible de joindre un humain, toujours un tchatbot particulièrement stupide qui répond. J'ai essayé, j'ai vu, j'ai résilié 2 mois plus tard.A éviter, pas assez sérieux pour leur confier vos deniers.",très négatif,95.34
1534,Yves,ouverture du compte,4,10/02/2023,France,"ouverture du compte assez facile,photo de l'identité ,",positif,51.39
1535,Laurent,Très bien,5,10/02/2023,France,Réactivité et sens du client,positif,45.6
1537,Hugo,Gestion de comte,5,10/02/2023,France,Équipe à l'écoute et très compétente,très positif,59.24
1538,Sophie,trés gentil et efficace,5,10/02/2023,France,"trés gentil , trés patient  avec des explications simples, ,rapide sur la compréhension de mes diffilcultés.",positif,50.41
1540,Christophe,aplli pas au point,5,10/02/2023,France,aucun soucis concernant mon échange le soucis vient de l'application ou je ne peux pas faire mes virements sur mes livrets,neutre,34.63
1541,Jeremy,Chaleureux,5,10/02/2023,France,Personnes sympa souriante et a l'écoute,positif,44.29
1542,Bruno Bourgois,Une vrai catastrophe cette banque !,1,10/02/2023,France,Une vrai catastrophe cette banque !! Cela fait 3 jours que j essaie d ajouter un bénéficiaire  de plus sur  un compte personnel   opération à valider par chat !! Le problème par chat on me demande de recharger l app !!! Qui est à jour fait réclamation  pas de réponse et me voici coincé depuis 3 jours sans aucune réponse de leur part et le we arrive conclusion si vous n avez de rien ou pas de problème ok en cas  de problème personne a votre écoute à fuir,très négatif,93.99
1543,Hakim,Facture,5,10/02/2023,France,Réponse rapide d'un expert.,très positif,50.52
1544,ANTOINE,J'ai dialogué avec mon interlocuteur et…,5,10/02/2023,France,J'ai dialogué avec mon interlocuteur et il a était à mon écoute et je pense que ma demande va être résolu et accepte et vous remercie d'avance.,très positif,51.05
1545,Brigitte Paradis,Avis avus,5,10/02/2023,France,Très bon avis,très positif,51.08
1546,Christine,Très satisfaie,5,10/02/2023,France,"Très bon accueil téléphonique, personne agréable et à votre écoute",très positif,62.89
1547,Charlene,Personne très agréable au téléphone,5,10/02/2023,France,Personne très agréable au téléphoneMerci,très positif,58.72
1548,Chris Emmanuel D’or,Je voudrais faire des élevages mais…,1,10/02/2023,Côte d'Ivoire,Je voudrais faire des élevages mais j’ai un problème financier voilà ma raison alors si j’ai de l’argent pour fait l’élevage je pourrai rembourser le prêt,neutre,33.72
1549,Jean Luc,"Au final, déçu....",2,13/02/2023,Martinique,"Un service clientèle instantané avec un suivi rapide lors de la constitution du dossier au début. A la suite d'une demande de modification du contrat de prêt sans l'option assurance, aucune réponse n'a été donnée à ma requête depuis une semaine! A ce jour, toujours pas de suite donnée malgré mes nombreuses relances téléphoniques et par mail. Je suppose que les demandes de prêts sans l'option assurance ne sont pas trop intéressants !Quel dommage.",négatif,44.68
1550,BLANCHIER ISABELLE,"Je suis devenue ""Orange Bank""",2,09/02/2023,France,"Je suis devenue ""Orange Bank"", parce que ça a remplacé mon compte Groupama.Depuis, service bancaire très Minimaliste....Je vais devoir changer de banque pour obtenir le produit qui m'intéresse.",très négatif,36.32
1551,Matthieu,Problème connexion application,4,09/02/2023,France,La personnalisation,positif,36.39
1552,Martine,Parfait,5,09/02/2023,France,"Ma carte était bloquée du aune erreur de ma part, la conseilletem a bien i formée quand achetant via net qu'il faut bien respecter les marches à suivre de sécurité achat et c'est parfait et bien compris merci",positif,51.84
1554,Jean Francois,Satisfaction,5,09/02/2023,Réunion,Rdv prise très rapidement et mes questions ont été traités en quelques instants.,très positif,63.42
1555,elvis abenelang,Mon compte et bloqué depuis une semaine…,1,08/02/2023,France,Mon compte et bloqué depuis une semaine personne trouve de solution alors que j ai 4 enfants,très négatif,66.54
1556,Celine ,Manque d'information a l'ouverture de…,3,08/02/2023,France,Manque d'information a l'ouverture de mon compteDocuments non envoyé de ma part Car pas réussiCarte bancaire jamais reçuDepuis juste un mail qui me stipulait que mon compte aller être clôturéMais n'a jamais été faitAucun contact depuis .......jusqu'à un SMS qui me disait que j'étais à découvert 😡😡😡Maintenant j'ai appeléPlus qu'à attendre de voir comment faire pour résoudre cela,très négatif,92.82
1557,Lydie wiroth,appréciations concernant renseignements,5,08/02/2023,France,"Clients a votre banque depuis plusieurs années j'apprécie son fonctionnement , et ai toujours renseignée , avec beaucoup de sérieux et de gentillessemerci à tous les conseillers avec qui j'ai eu l'occasion d'échanger cordialement              Me Lydie Wiroth",très positif,62.83
1559,Julien Max,ma banque fait mieux,5,08/02/2023,Réunion,"2023 et on me propose des services de 10 ans en arrière, un virement direct ça existe pas et pas de pay lib non. Chaud ! Attendre 7 jours pour pouvoir utiliser sa carte si on change de téléphone. Allô !!",très négatif,70.24
1560,ALAIN,Service client facile à joindre…,5,08/02/2023,France,Service client facile à joindre professionnelle très a l'écoute,très positif,51.1
1561,JEROME DROISSART,Un conseillère efficace,5,08/02/2023,France,Un conseillère efficace et qui connait bien son sujet et qui sait s'aider de son service technique pour résoudre mon souci,positif,56.81
1562,Guillaume,Très bien,5,08/02/2023,Réunion,Réactive efficace,positif,53.11
1563,Jean Glisia,A fuir de toute urgence,1,08/02/2023,France,"Ravi de savoir que je ne suis pas seul qu'Orange Bank&Crook cherche à dépouiller de quelques 32€, rassemblons nous pour une action collective ! Si un lecteur avait l'intention de devenir client, un seul conseil : fuyez à moins que vous n'adoriez tourner en rond.",très négatif,49.97
1564,Eric TOUSSAINT,Avec abnégation,5,07/02/2023,France,"D'abord hésitante, la réponse ne convenait pas sans doute à cause d'une incompréhension, puis après s'être renseigné vers un service technique et son superviseur, la solution c'est trouvée",neutre,36.52
1565,Veronique Sauvagnat Guran,Connexion problème,5,07/02/2023,France,Je suis tombée sur la plate-forme française qui a réglé mon problème en 1 rien de temps alors que lorsque j avais appelé l 1ere fois c était à l étranger et la personne a été incapable de résoudre mon pro keme (problème de connexion simple pourtant non ??),très négatif,41.5
1566,Raphaël Hilt,Service client: 0,1,07/02/2023,France,"un problème? ne comptez pas sur orange Bank pour vous aidez. Il est IMPOSSIBLE d'avoir une personne au téléphone avec leur ""dingo"" qui lui ne sert a rien. J'ai un problème car je n'ai plus mon mot de passe du compte mais impossible pour dingo de m'aider. De plus le site internet ne marche pas. je me retrouve avec un compte bloqué de l'argent sur ma carte sans pouvoir le dépenser et un prélèvement tout les mois car je ne fais aucune dépense avec la carte orange Bank",très négatif,71.05
1567,COCGUEN,Merci,5,07/02/2023,France,"Rapide, simple, efficace. Merci pour la gentillesse d'Audrey la conseillère",très positif,69.43
1568,Souleymane,C'est bien passé avec elle elle a bien…,5,07/02/2023,France,C'est bien passé avec elle elle a bien répondu à mes questions c'est parfait,très positif,60.44
1570,MICHELE,Toujours bien accueilli par le…,5,06/02/2023,France,Toujours bien accueilli par le conseiller le problème est réglé avec gentillesse amabilité je suis très satisfaite,très positif,64.77
1571,Hadji,Quand on attend un virement ça prend…,4,06/02/2023,France,Quand on attend un virement ça prend beaucoup de temps je vis les autres banques le virement de la CAF ça rentre le 5 si ça tombe un dimanche ou un samedi ça rentre lundi et chez vous ça prend beaucoup de temps essayer d'améliorer merci,neutre,38.12
1573,Christelle,J attends un virement qui est affiché…,4,06/02/2023,France,J attends un virement qui est affiché pour aujourd'hui et toujours pas crédité sur mon compte,très négatif,84.02
1574,Manon,Efficace mais pas simple d'accès.,4,06/02/2023,France,"L'assistant virtuel est bien mais je préfère avoir un humain derrière l'écran, qui sache exactement mes problèmes et qui puisse me dire comment le régler. Et m'expliquer. Difficile à joindre et par téléphone encore pire, c'est très dommage.",négatif,54.68
1575,Pascal,Différents problèmes résolus grâce aux…,5,06/02/2023,France,Différents problèmes résolus grâce aux conseillers,positif,51.63
1576,Dranc,Compte temporairement suspendu,1,06/02/2023,France,"J’ai installé Orange Bank, début janvier et jusqu’à là rien à signaler à par leurs plafonds de carte misérable et pas modifiable…Je reçois donc mon salaire depuis janvier dessus et là, pour mon salaire de février, je décide de faire un virement de la totalité de la somme vers un autre compte car les plafonds de carte sont vraiment bas. Et là bingo, compte temporairement suspendu pour transaction atypique 😂Vous vous foutez de moi orange Bank ? Je l’ai appel pour savoir quand ce problème va être réglé et personne ne sais me répondre. Il va falloir arrêter de prendre les gens pour des c** débloqué moi mon compte 😡",négatif,42.69
1577,MONIQUE,*****,5,06/02/2023,France,Service client banque orangeUn problème réglé et des explications constructives pour la carte de credit,positif,44.04
1578,Sylvaine,Hello me virement,5,06/02/2023,France,Clarté des explications. Bonne aide dans mon souci,positif,54.56
1579,Serge,Implication du conseillé,5,06/02/2023,France,Implication du conseillédit ce qu'il fait et à fait ce qu'il à ditPlus rappel  rapide avec resultat,très positif,44.58
1582,Nathlou,Erreur de leur part non pris en charge !,1,06/02/2023,France,"Incroyable !! Depuis mon avis publié, contact a été pris par orange bank a mon egard via Messenger. Ils ont reconnu avoir réceptionné au moins une de mes 2 demandes de clôture de compte en janvier 2022 !  Cependant, ils le demandent de régler le solde alors que l erreur vient d eux !!!!! Et ils n ont toujours pas annulé la procédure d huissier !! On parle de 35 € environ !!! Je ne réglerai pas !!",très négatif,90.83
1583,Cindy,Parfait,5,06/02/2023,France,C'était parfait,très positif,70.51
1584,Philippe JEANDEMANGE,"J'ai fait le plein de ma voiture en 2 temps, 3 mouvements.",5,04/02/2023,Belgique,J'ai fait le plein de ma voiture en utilisant ma carte Orange Bank. C'est payé immédiatement et visible sur mon portable en quelques secondes.,très positif,76.39
1586,Rayan Ledoux,Expérience catastrophique…,1,04/02/2023,France,"Expérience tout simplement catastrophique, Je profite de leur offre de parrainage qui est de 100€ pour le parrain lors que le filleul souscrit à l’offre premium.. Mon filleul effectue les démarches nécessaires (carte , x10 achats…) Je ne reçoit pas la prime après tout ça (1 semaine après ) Je décide de contacter le service client il me disent qu’effectivement y’a une erreur et qu’il vont me verser les 100€ prévu (réponse reçu approximativement 3 semaines après c’est ultra long) 2 jours après je reçoit ma prime et à ma surprise je reçoit 50€ au lieu de 100.. C’est re-partie pour contacter le service client (sans parler du fait qu’ont galère a avoir un expert sur le chat..) et une nouvelle fois il me dis qu’il y a une erreur et qu’il dois relancer une réclamation.. à l’heure actuel réclamation en cours plus qu’à attendre 3 semaines encore😅",très négatif,92.36
1587,Madame  blanzin  marie - noelle,Prêt pour machine à laver,5,04/02/2023,France,Cela m'a bien rendu service,positif,48.36
1588,Jeannot HOMMEL,L'instruction,4,04/02/2023,France,"L'instruction, du prêt était rapide, bien menée e efficace.",très positif,49.6
1589,Alain,L'accès à la conseillère a été direct,5,03/02/2023,France,"L'accès à la conseillère a été direct : pas de phase de sélection telle que : ""pour obtenir tel service tapez 1, pour tel demande tapez 3"" et ainsi de suite.L'attente pour atteindre la conseillère n'a pas été longue. La phase d'identification est rapide et l'on est passé immédiatement à l'objet de ma démarche.La conseillère a traité ma demande de bout en bout.",très positif,63.33
1590,Paul Van Rompaey,aide pour un prêt,5,03/02/2023,France,Avec Twitter j'ai demandé de l'aide et on m'a répondu directement et aidé parfaitement. Vraiment très professionnel et direct. Des conseillers top. Félicitations au team d'orange,très positif,84.32
1591,Ls,Toujours les meilleurs conseillers,5,03/02/2023,France,Toujours les meilleurs conseillers. Le réel avantage/intérêt c'est que la banque protège ses clients avant tout. C'est le plus important ! Chez Orange Bank personne ne peut voler votre argent :),très positif,71.14
1592,PRADETTO,les réponses que j'attendais très…,5,03/02/2023,France,les réponses que j'attendais très sérieux et compétent merci,très positif,61.95
1593,Marie,Parfait,5,03/02/2023,France,La dame était très gentille et douce .très polie et a l'écoute .,positif,45.59
1594,Thirion,Excellent très bon service,5,03/02/2023,France,Très bonne expérience parfait,très positif,80.43
1595,joseph BELLANGER,"Pb résolu ,bien",5,03/02/2023,France,Pb résolu bien,positif,47.06
1596,David Huang,efficace,5,03/02/2023,France,rapide taux correctpratique (pas besoin de crée un nouveau compte bancaire),positif,51.02
1597,Jonathan,Très satisfait,5,03/02/2023,France,Très satisfait je vous le conseiller,très positif,68.47
1598,MONTE,RAS LE BOL DE CETTE BANQUE ROBOT,1,03/02/2023,France,RAS LE BOL DE CETTE BANQUE ROBOT PAS MOYEN D'AVOIR UN CONSEILLER A FUIR !!!!,négatif,37.39
1599,Martine,Je ne connaissais plus mon numéro de…,5,03/02/2023,France,"Je ne connaissais plus mon numéro de compte, et n'avait plus la connexion internet et votre assistante m' a plutôt décontractée en me donnant toutes les informations nécessaires à ma requête.",positif,46.4
1600,Rene,réponse à ma demande,4,03/02/2023,France,réponse rapide et concrete,très positif,56.97
1601,albinvoulfow,Une banque digitale pas au niveau,1,03/02/2023,France,"Malheureusement l'appli et la banque ne sont pas fiables, surtout ne prenez pas de prêts. Frais cachés, gestion des remboursements et du rachat catastrophiques, alimentation du compte hasardeux. J'alimente avec carte bancaire qui arrive en immédiat deux jours apres et facturation de frais. Si vous voulez le compte utilisez juste comme paiement et encore",négatif,47.05
1602,Vincent,tres bon,5,03/02/2023,France,merci une tres bonne attend,très positif,62.89
1603,GONCALVES VAZ JOSE,Excellent,4,03/02/2023,France,Conseillère très sympathique et à l'écoute.,très positif,46.16
1604,Eric,A répondu à ma problématique suite…,4,03/02/2023,France,A répondu à ma problématique suite changement de site et code d accès,positif,53.65
1605,Nathalie,Parfait,5,03/02/2023,France,Merci à la jeune femme que j ai eu au téléphone très gentille agréable et efficaceAu plaisir,très positif,60.19
1607,Braflan,Efficace remboursement de deux paiements,5,03/02/2023,France,Remboursement  d'une somme prélevé deux fois par erreur,très négatif,64.24
1608,Nacer,pas  obliger  de  payer  des     frais …,4,03/02/2023,France,pas  obliger  de  payer  des     frais    de paiements en 3  fois,très négatif,26.17
1609,Tresor,Très bien,5,02/02/2023,France,Ils on été très rapide,très positif,49.06
1610,Adelaide,J'ai résilié le Park premium par contre…,5,02/02/2023,France,J'ai résilié le Park premium par contre je garde mon compte principal et ma carte,neutre,37.54
1611,Annegmail AT,je suis très très déçue du traitement de ma demande de financement,1,02/02/2023,Luxembourg,"je suis très très déçue du traitement de mes demandes de financement (2 en quelques mois) refusées, bien entendu sans aucun motif, ni appel. Accord de principe donné dans un premier temps et ensuite refus sur quelle base ?? Ils me font juste perdre du temps à chaque fois.Je déconseille vivement cette banque en ligne.",très négatif,93.0
1612,Sebastien,Toujours difficile à se séparer de djingo,3,03/02/2023,Réunion,Bien mais il faut avoir une patience de fer avant que djingo vous passe le relais et c'est très dommage.,neutre,60.38
1614,Maurice LEONELLI,satisfait,5,02/02/2023,France,"Comme expliqué , réponse claire.",positif,45.99
1615,BROYER,Je n aime pas la consultation des…,3,02/02/2023,France,Je n aime pas la consultation des comptes sur internet.,très négatif,37.25
1619,FUSTES,Bonne expérience avec Orange bank car…,5,02/02/2023,France,Bonne expérience avec Orange bank car c'est chez eux que j'ai trouvé le meilleur taux pour mon prêt conso. Ils sont disponibles et j'ai toujours eu des réponses rapides.,très positif,54.69
1621,Vincent Markides,Le soir impossible à joindre mais dans…,5,02/02/2023,France,Le soir impossible à joindre mais dans la journée parfait,positif,42.08
1622,Valerie,Interlocuteur très aimable à l écoute…,5,02/02/2023,France,Interlocuteur très aimable à l écoute et bonne explication,très positif,49.52
1623,Emrah Akgün,Bonjour je voudrais avoir des nouvelles…,1,02/02/2023,France,Bonjour je voudrais avoir des nouvelles de mon argent car j’en ai marre d’attendre,très négatif,45.15
1624,anne et louis CARAGLIU,Trés déçus de ne plus pouvoir consulter et gérer nos comptes sur notre ordinateur,1,02/02/2023,France,"notre expérience avec vos conseillers est excellente,  ce qui ne l'est pas, c'est que à partir de mars , nous ne pourrons plus gérer nos comptes de notre ordinateur.  Et ça c'est trés important pour nous.",très positif,55.73
1625,Nacerdine,Application très hasardeuse,4,02/02/2023,France,Application très hasardeuse. L'utilisation du site internet oblige un accès avec son téléphone à côté et si jamais l'application mobile plante...Après 40min sur le tchat et 15min d'appel problème résolu.,négatif,45.07
1626,Kheira Medioun,Rib incomplet,5,02/02/2023,France,Obtenir un Rib qui contient mon adresse postale.,très négatif,31.96
1627,Sureau,bien,5,02/02/2023,France,rapide est facile d intallation,positif,45.73
1628,Jean Louis,clarté et efficacité,5,02/02/2023,France,"clarté et efficacité, le pb a été reglé trés rapidement",positif,53.6
1629,Annick,Credit,4,02/02/2023,France,Credit accordé rapidement à un taux défiant toute concurrence,très positif,60.85
1632,JLM,paiement et retrait à l’étranger …,5,01/02/2023,France,paiement et retrait à l’étranger  vraiment au top,très positif,82.73
1633,loïc djmuldeur,Code oublié,5,01/02/2023,France,Réponses rapides on vous re contact  dans l'heure qui suit et pour une banque comme ça je dis bravo  et les prix des offres sont resonable,très positif,69.08
1634,Marie Laure,Sérieux et amabilité,5,01/02/2023,France,Sérieux dans la demande d'authentification. Amabilité. Explications claires.,positif,49.26
1635,Evelyne,Positif,5,01/02/2023,France,Conseillère très reactive et agréable,positif,48.2
1636,Rolland,Une banque très réactif et des…,5,01/02/2023,France,Une banque très réactif et des conseillers très sympathiques,très positif,60.06
1637,CHRISTELLE GRETEAU,Réactivité suite à mes demandes,5,01/02/2023,France,Réactivité suite à mes demandes. Je recommande.,très positif,57.82
1638,Quentin FROCHOT,Excellente conseillère,5,01/02/2023,France,"Excellente conseillère, à l'écoute",très positif,65.28
1639,Georges Bowman,GUYANE,2,01/02/2023,Guyane française,GUYANE BOWMAN 01/11/78,très négatif,40.88
1640,Gareau Angelique,Encore merci,5,01/02/2023,France,Merci à la conseillère qui a su aller chercher les infos... en cours de résolution mais elle a su me rassurer et me proposer 1 autre service sur lequel je vais réfléchir.  Encore merci,très positif,56.07
1642,Hulin,Good,5,01/02/2023,France,Très bonne bank,très positif,57.99
1643,DELEYROLLE,Attractivité du Service,5,01/02/2023,France,Je me suis adressée à Groupama car une amie m'avait recommandé cet Assureur où Orange Bank est l'organisme financier car elle savait que j'avais besoin d'un prêt pour financer l'achat de mon véhicule et que Orange Bank est connue  pour son attractivité !C'était aussi tester une expérience de Banque digitale avec Orange,très positif,52.84
1644,Adam,Virement très simple.suivi des dépenses…,5,01/02/2023,France,Virement très simple.suivi des dépenses au top.,très positif,70.71
1646,JFF,Appli stable et fonctionnelle,5,01/02/2023,France,"Appli stable et fonctionnelle, parfaite en banque du quotidien, avec suffisamment de services proposés pour répondre au plus grand nombre de besoins",très positif,70.26
1647,SD,"Amabilité, efficacité, joignabilité",5,31/01/2023,France,Parfait car Céline a été aimable et efficace ! L'appel au service client  a vite abouti via le 01 43 60 01 52 là où il y a qques années c'était compliqué d'avoir qqun. L'incident a été résolu (accès bloqué).,très positif,53.92
1648,Reveneau,Ma carte Orange Bank refusée par Total Energie.,4,31/01/2023,France,Ma carte bleue ne passait pas (muette) dans la station service et j'ai tenté ma carte Orange Bank...rien à faire non plus. Après avoir frotté ma carte bleue elle est passée mais ma carte Orange Bank est refusée.,très négatif,69.66
1650,Lavigne,Impeccable,5,31/01/2023,France,réponses rapides,positif,47.14
1651,THIERRY MEUTERLOS,Très positif,5,31/01/2023,France,La conseillère a été très professionnelle..,positif,42.79
1652,Uwe DAVENNE,J'ai effdemande découvert ectué une de demande de…,3,31/01/2023,France,J'ai effectué une de demande de découvert. Cette demande a été refusé.Raison invoqué Orange Bank n'est pas mon compte principal,très négatif,69.37
1653,MGRK,Très bonne réactivité!,4,31/01/2023,France,Rien à dire. Des conseillers très réactifs,très positif,77.74
1654,TROMP marie laurence,1ere connexion,5,31/01/2023,France,Ça a été rapide et efficace,très positif,58.99
1655,Chancelle,Je trouve que l'entreprise repond au…,5,31/01/2023,France,Je trouve que l'entreprise repond au mieux les exigence des ses clients et les attentes de toute personnes qui souhaitent les informations sur quoi que ce soit lié à l'entreprise comme les probleme liés à l'application.,très positif,53.63
1656,BIGORDI,Tout est ok,5,31/01/2023,France,Très bien reçu et bon professionalisme,très positif,59.74
1658,OLIVIER,Les conseillers sont bons mais trop…,4,31/01/2023,France,Les conseillers sont bons mais trop d'attente au téléphone.,neutre,45.92
1660,Payet,Crédit pour téléphone neuf,5,31/01/2023,Réunion,"Mon téléphone étant casser, je devais absolument le changer. Avec très peu de moyen, le crédit orange bank tomber à point.",très négatif,52.49
1663,Evelyne,Dialogue aisé,5,30/01/2023,France,Dialogue aisé avec l interlocuteurEmpathie très bonne,très positif,54.03
1665,DUVAL,Employez le mot retour au lieu de…,4,30/01/2023,France,Employez le mot retour au lieu de feedback,très négatif,44.88
1666,LOUISE KASDI,L'exL'expérience de rangement est bien si on fait trois achats dans le mois on a aucun frais bancaire c'est une bonne applicationpérience de rangement est bien si…,5,30/01/2023,France,L'expérience de rangement est bien si on fait trois achats dans le mois on a aucun frais bancaire c'est une bonne application,positif,53.81
1667,Aurelie,Avis,5,30/01/2023,France,Très bonne expérience sur une demande d informations,très positif,47.65
1668,Thérèse ,Une conseillère hors normes,5,30/01/2023,France,La dame à qui j'ai parlé est très compréhensive et aimable.,positif,45.26
1670,Ak Aba,Ok pour moi,5,30/01/2023,France,"Ok pour moi, rien à dire.",positif,46.48
1671,ERIC BELOT,Simple,5,30/01/2023,France,"Simple, cohérent, tres clair.",très positif,64.57
1672,Lelong,offre iPhone avec reprise tel et cash…,5,30/01/2023,France,offre iPhone avec reprise tel et cash back a un prix très interressant,très positif,59.06
1673,PORTERET,Rien à changer !,5,30/01/2023,France,"Personnellement, tout fonctionne parfaitement bien !",très positif,72.41
1674,Charlotte Lebreton ,"Super,",5,29/01/2023,France,"Super,, très bon accompagnement.",très positif,73.85
1675,Pons,Efficace comme chaque fois,5,29/01/2023,France,"Comme chaque fois, paiement avec mon smartphone, au top, jamais de pb.",très positif,82.32
1676,Allaria,La gestion du compte est facile,5,29/01/2023,France,"La gestion du compte est facile, les virements rapides, et la présentation agréable.",très positif,49.97
1677,girault olivier,Remarquable service client,5,29/01/2023,France,Merci à toute l'équipe du service client qui est à la fois très attentif et bienveillant aux questions posées et efficace dans ses réponses,très positif,68.97
1679,Therezo,Le prêt est rapide,5,29/01/2023,Réunion,"Le prêt est rapide, le prélèvement est effectué dans les temps. Merci pour la confiance donné aux clients pour leur accorder un prêt sans passé par toutes les pièces habituellement demandé.",très positif,69.05
1680,Adav,Tout marche bien : merci,5,29/01/2023,France,"Simple, efficace et rapide.",très positif,63.77
